id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
247450,Somalia,SOM,2.11667,45.400002,"[2.11667, 45.400002]",Recommended figure,Disaster,total,4000,2026-04-26,2026-04-25,2026-04-26,2026,42303,Somalia: Flood - south-eastern Somalia (Banadir) - 25/04/2026,,,2026-04-25,2026-04-26,Weather related,Hydrological,Flood,Flood,,United Nations High Commissioner for Refugees (UNHCR),,"Banaadir, Mogadishu مقديشو, Banaadir, Somalia","2.11667, 45.400002",Point,Origin,Displacement without preventive evacuations reported,2026-05-11T13:09:22.796566Z,"Somalia: 4,000 displacements, 25 April - 26 April. According to reported sources, at least 4,000 people were reported displaced in Banaadir, Mogadishu, Somalia after flooding between the 25th and 26th of April 2026. ReliefWeb - 30 April 2026",,Flood
240680,Somalia,SOM,0.06968,42.74497,"[0.06968, 42.74497]",Recommended figure,Disaster,total,8,2026-02-07,2026-02-01,2026-02-07,2026,40344,Somalia: Drought - Lower Juba - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Jamaame, Lower Juba, Somalia","0.06968, 42.74497",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:36:08.093473Z,"Somalia: 8 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 8 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240678,Somalia,SOM,1.0193,41.536345,"[1.0193, 41.536345]",Recommended figure,Disaster,total,183,2026-02-07,2026-02-01,2026-02-07,2026,40345,Somalia: Drought - Middle Juba - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Dhobley, Lower Juba, Somalia; Saakow, Middle Juba, Somalia","0.40997, 41.00995; 1.62863, 42.06274",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:36:07.980700Z,"Somalia: 183 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 183 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240679,Somalia,SOM,-0.14424499999999998,42.645165000000006,"[-0.14424499999999998, 42.645165000000006]",Recommended figure,Disaster,total,35,2026-02-07,2026-02-01,2026-02-07,2026,40344,Somalia: Drought - Lower Juba - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Jamaame, Lower Juba, Somalia; Kismayo, Lower Juba, Somalia","0.06968, 42.74497; -0.35817, 42.54536",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:36:08.037533Z,"Somalia: 35 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 35 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240673,Somalia,SOM,4.431395,43.952275,"[4.431395, 43.952275]",Recommended figure,Disaster,total,17,2026-02-07,2026-02-01,2026-02-07,2026,40342,Somalia: Drought - Bakool - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Ceel Barde, Bakool, Somalia; Xudur, Bakool, Somalia","4.67388, 43.99833; 4.18891, 43.90622",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:34:12.711727Z,"Somalia: 17 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 17 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240683,Somalia,SOM,2.12264,45.27402,"[2.12264, 45.27402]",Recommended figure,Conflict,total,22,2026-02-07,2026-02-01,2026-02-07,2026,40324,Somalia: Unclear/Unknown - Lower Shabelle - 01/02/2026,,,2026-02-01,2026-02-28,,,,,,Protection and Return Monitoring Network (PRMN),,"Afgooye, Lower Shabeelle, Somalia; Banadir, Banaadir, Somalia","2.1381, 45.1212; 2.10718, 45.42684",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:36:08.277044Z,"Somalia: 22 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 22 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Conflict. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Conflict
240674,Somalia,SOM,4.18891,43.90622,"[4.18891, 43.90622]",Recommended figure,Disaster,total,8,2026-02-07,2026-02-01,2026-02-07,2026,40342,Somalia: Drought - Bakool - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Xudur, Bakool, Somalia","4.18891, 43.90622",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:36:07.756314Z,"Somalia: 8 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 8 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240675,Somalia,SOM,0.803975,41.875375000000005,"[0.803975, 41.875375000000005]",Recommended figure,Disaster,total,10,2026-02-07,2026-02-01,2026-02-07,2026,40345,Somalia: Drought - Middle Juba - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bu'aale, Middle Juba, Somalia; Dhobley, Lower Juba, Somalia","1.19798, 42.7408; 0.40997, 41.00995",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:36:07.822610Z,"Somalia: 10 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 10 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240676,Somalia,SOM,0.5909,41.78618,"[0.5909, 41.78618]",Recommended figure,Disaster,total,14,2026-02-07,2026-02-01,2026-02-07,2026,40344,Somalia: Drought - Lower Juba - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Afmadow, Lower Juba, Somalia","0.5909, 41.78618",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:36:07.873723Z,"Somalia: 14 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 14 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240677,Somalia,SOM,0.63523,42.304050000000004,"[0.63523, 42.304050000000004]",Recommended figure,Disaster,total,9,2026-02-07,2026-02-01,2026-02-07,2026,40345,Somalia: Drought - Middle Juba - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Kismayo, Lower Juba, Somalia; Saakow, Middle Juba, Somalia","-0.35817, 42.54536; 1.62863, 42.06274",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:36:07.927147Z,"Somalia: 9 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 9 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240684,Somalia,SOM,0.63383,42.742885,"[0.63383, 42.742885]",Recommended figure,Disaster,total,10,2026-02-07,2026-02-01,2026-02-07,2026,40345,Somalia: Drought - Middle Juba - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bu'aale, Middle Juba, Somalia; Jamaame, Lower Juba, Somalia","1.19798, 42.7408; 0.06968, 42.74497",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:36:08.333495Z,"Somalia: 10 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 10 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240671,Somalia,SOM,10.381885,47.028245,"[10.381885, 47.028245]",Recommended figure,Disaster,total,4,2026-02-07,2026-02-01,2026-02-07,2026,40346,Somalia: Drought - Sanaag - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Ceel Afweyn, Sanaag, Somalia; Ceerigaabo, Sanaag, Somalia","10.14761, 46.68854; 10.61616, 47.36795",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:34:12.614416Z,"Somalia: 4 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 4 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240672,Somalia,SOM,9.28238,46.49009,"[9.28238, 46.49009]",Recommended figure,Disaster,total,5,2026-02-07,2026-02-01,2026-02-07,2026,40347,Somalia: Drought - Sool - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Caynabo, Sool, Somalia","9.28238, 46.49009",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:34:12.662077Z,"Somalia: 5 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 5 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240681,Somalia,SOM,2.12264,45.27402,"[2.12264, 45.27402]",Recommended figure,Disaster,total,17,2026-02-07,2026-02-01,2026-02-07,2026,40343,Somalia: Drought - Lower Shabelle - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Afgooye, Lower Shabeelle, Somalia; Banadir, Banaadir, Somalia","2.1381, 45.1212; 2.10718, 45.42684",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:36:08.154048Z,"Somalia: 17 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 17 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240682,Somalia,SOM,0.41990500000000003,42.64308,"[0.41990500000000003, 42.64308]",Recommended figure,Disaster,total,16,2026-02-07,2026-02-01,2026-02-07,2026,40345,Somalia: Drought - Middle Juba - 01/02/2026,,,2026-02-01,2026-02-28,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bu'aale, Middle Juba, Somalia; Kismayo, Lower Juba, Somalia","1.19798, 42.7408; -0.35817, 42.54536",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:36:08.214598Z,"Somalia: 16 displacements, 01 February - 07 February. According to Protection and Return Monitoring Network (PRMN), a total of 16 people were displaced in Somalia , arriving in the week of 01 February 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240630,Somalia,SOM,0.5909,41.78618,"[0.5909, 41.78618]",Recommended figure,Disaster,total,30,2026-01-31,2026-01-25,2026-01-31,2026,40329,Somalia: Drought - Lower Juba - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Afmadow, Lower Juba, Somalia","0.5909, 41.78618",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:33:58.612253Z,"Somalia: 30 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 30 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240650,Somalia,SOM,0.803975,41.875375000000005,"[0.803975, 41.875375000000005]",Recommended figure,Disaster,total,141,2026-01-31,2026-01-25,2026-01-31,2026,40330,Somalia: Drought - Middle Juba - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bu'aale, Middle Juba, Somalia; Dhobley, Lower Juba, Somalia","1.19798, 42.7408; 0.40997, 41.00995",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:34:10.700392Z,"Somalia: 141 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 141 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240649,Somalia,SOM,0.52732,42.03326,"[0.52732, 42.03326]",Recommended figure,Disaster,total,13,2026-01-31,2026-01-25,2026-01-31,2026,40330,Somalia: Drought - Middle Juba - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Dhobley, Lower Juba, Somalia; Jilib, Middle Juba, Somalia","0.40997, 41.00995; 0.64467, 43.05657",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:34:10.639970Z,"Somalia: 13 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 13 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240648,Somalia,SOM,3.81645,43.43285,"[3.81645, 43.43285]",Recommended figure,Disaster,total,9,2026-01-31,2026-01-25,2026-01-31,2026,40334,Somalia: Drought - Bakool - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Waajid, Bakool, Somalia","3.81645, 43.43285",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:33:59.411539Z,"Somalia: 9 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 9 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240647,Somalia,SOM,2.40941,42.97458,"[2.40941, 42.97458]",Recommended figure,Disaster,total,34,2026-01-31,2026-01-25,2026-01-31,2026,40326,Somalia: Drought - Bay - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Diinsoor, Bay, Somalia","2.40941, 42.97458",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:33:59.367767Z,"Somalia: 34 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 34 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240646,Somalia,SOM,3.80315,42.54417,"[3.80315, 42.54417]",Recommended figure,Disaster,total,53,2026-01-31,2026-01-25,2026-01-31,2026,40327,Somalia: Drought - Gedo - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Luuq, Gedo, Somalia","3.80315, 42.54417",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:33:59.325186Z,"Somalia: 53 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 53 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240645,Somalia,SOM,2.81513,42.84011,"[2.81513, 42.84011]",Recommended figure,Disaster,total,47,2026-01-31,2026-01-25,2026-01-31,2026,40326,Somalia: Drought - Bay - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Qansax Dheere, Bay, Somalia","2.81513, 42.84011",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:33:59.281308Z,"Somalia: 47 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 47 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240644,Somalia,SOM,2.5117103,41.8630909,"[2.5117103, 41.8630909]",Recommended figure,Disaster,total,38,2026-01-31,2026-01-25,2026-01-31,2026,40327,Somalia: Drought - Gedo - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bardera, Baardheere بااردىرآ, Gedo, Jubaland, Somalia; Ceel Waaq, Gedo, Somalia","2.3372449, 42.2849308; 2.6861757, 41.441251",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:33:59.239111Z,"Somalia: 38 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 38 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240643,Somalia,SOM,8.27063,48.364655,"[8.27063, 48.364655]",Recommended figure,Disaster,total,6,2026-01-31,2026-01-25,2026-01-31,2026,40337,Somalia: Drought - Mudug - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Galdogob, Mudug, Somalia; Qardho, Nugaal, Somalia","7.03917, 47.22166; 9.50209, 49.50765",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:33:59.194998Z,"Somalia: 6 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 6 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240642,Somalia,SOM,7.482305,48.70007,"[7.482305, 48.70007]",Recommended figure,Disaster,total,6,2026-01-31,2026-01-25,2026-01-31,2026,40337,Somalia: Drought - Mudug - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Burtinle, Nugaal, Somalia; Jariiban, Mudug, Somalia","7.8022, 48.39912; 7.16241, 49.00102",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:33:59.151144Z,"Somalia: 6 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 6 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240641,Somalia,SOM,8.652145,48.953385,"[8.652145, 48.953385]",Recommended figure,Disaster,total,6,2026-01-31,2026-01-25,2026-01-31,2026,40335,Somalia: Drought - Bari - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Burtinle, Nugaal, Somalia; Qardho, Bari, Somalia","7.8022, 48.39912; 9.50209, 49.50765",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:33:59.107506Z,"Somalia: 6 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 6 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240640,Somalia,SOM,2.48537,44.00688,"[2.48537, 44.00688]",Recommended figure,Disaster,total,19,2026-01-31,2026-01-25,2026-01-31,2026,40326,Somalia: Drought - Bay - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Buur Hakaba, Bay, Somalia","2.48537, 44.00688",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:33:59.063126Z,"Somalia: 19 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 19 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240639,Somalia,SOM,10.61616,47.36795,"[10.61616, 47.36795]",Recommended figure,Disaster,total,17,2026-01-31,2026-01-25,2026-01-31,2026,40331,Somalia: Drought - Sanaag - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Ceerigaabo, Sanaag, Somalia","10.61616, 47.36795",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:33:59.019486Z,"Somalia: 17 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 17 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240638,Somalia,SOM,3.4584900000000003,43.096985000000004,"[3.4584900000000003, 43.096985000000004]",Recommended figure,Disaster,total,49,2026-01-31,2026-01-25,2026-01-31,2026,40326,Somalia: Drought - Bay - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Baidoa, Bay, Somalia; Luuq, Gedo, Somalia","3.11383, 43.6498; 3.80315, 42.54417",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2026-02-20T16:33:58.975665Z,"Somalia: 49 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 49 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240637,Somalia,SOM,1.0193,41.536345,"[1.0193, 41.536345]",Recommended figure,Disaster,total,138,2026-01-31,2026-01-25,2026-01-31,2026,40330,Somalia: Drought - Middle Juba - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Dhobley, Lower Juba, Somalia; Saakow, Middle Juba, Somalia","0.40997, 41.00995; 1.62863, 42.06274",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:33:58.930308Z,"Somalia: 138 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 138 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240636,Somalia,SOM,2.3372449,42.2849308,"[2.3372449, 42.2849308]",Recommended figure,Disaster,total,47,2026-01-31,2026-01-25,2026-01-31,2026,40327,Somalia: Drought - Gedo - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bardera, Baardheere بااردىرآ, Gedo, Jubaland, Somalia","2.3372449, 42.2849308",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:33:58.883216Z,"Somalia: 47 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 47 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240635,Somalia,SOM,2.48779,45.6592,"[2.48779, 45.6592]",Recommended figure,Disaster,total,19,2026-01-31,2026-01-25,2026-01-31,2026,40336,Somalia: Drought - Middle Shabelle - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Balcad, Middle Shabele, Somalia","2.48779, 45.6592",District/Zone/Department (ADM2),Origin and destination,Displacement without preventive evacuations reported,2026-02-20T16:33:58.837333Z,"Somalia: 19 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 19 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240634,Somalia,SOM,2.57618745,42.5625204,"[2.57618745, 42.5625204]",Recommended figure,Disaster,total,35,2026-01-31,2026-01-25,2026-01-31,2026,40326,Somalia: Drought - Bay - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Bardera, Baardheere بااردىرآ, Gedo, Jubaland, Somalia; Qansax Dheere, Bay, Somalia","2.3372449, 42.2849308; 2.81513, 42.84011",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:33:58.794219Z,"Somalia: 35 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 35 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240633,Somalia,SOM,9.92793,47.92169,"[9.92793, 47.92169]",Recommended figure,Disaster,total,12,2026-01-31,2026-01-25,2026-01-31,2026,40332,Somalia: Drought - Sool - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Badhan, Sanaag, Somalia; Xudun District, Sool, Somalia","10.71422, 48.33591; 9.14164, 47.50747",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:33:58.748472Z,"Somalia: 12 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 12 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
240632,Somalia,SOM,10.625525,48.515795,"[10.625525, 48.515795]",Recommended figure,Disaster,total,11,2026-01-31,2026-01-25,2026-01-31,2026,40331,Somalia: Drought - Sanaag - 01/01/2026,,,2026-01-01,2026-01-31,Weather related,Climatological,Drought,Drought,,Protection and Return Monitoring Network (PRMN),,"Badhan, Sanaag, Somalia; Laasqoray, Sanaag, Somalia","10.71422, 48.33591; 10.53683, 48.69568",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2026-02-20T16:33:58.701380Z,"Somalia: 11 displacements, 25 January - 31 January. According to Protection and Return Monitoring Network (PRMN), a total of 11 people were displaced in Somalia , arriving in the week of 25 January 2026 due to Drought. Protection and Return Monitoring Network (PRMN) - 20 February 2026",,Drought
